address;mail;title
35 AVENUE DE SAINT OUEN 75017 PARIS ;ce.0752927Z@ac-paris.fr;Collège d'enseignement général privé SAINT-MICHEL DES BATIGNOLLES
47 RUE MONTCALM 75018 PARIS ;ce.0750182R@ac-paris.fr;Collège d'enseignement général privé SAINT-LOUIS
2 RUE EMILE BOREL 75017 PARIS ;ce.0755192l@ac-paris.fr;Collège d'enseignement général privé GASTON TENOUDJI
47 RUE DE NAPLES 75008 PARIS ;ce.0752842G@ac-paris.fr;Collège d'enseignement général privé FENELON SAINTE-MARIE
16 RUE MARGUERITE 75017 PARIS ;ce.0752821J@ac-paris.fr;Collège d'enseignement général privé E. INTER. BILINGU SECT MONCEAU
68 RUE DE LA CHAUSSEE D ANTIN 75009 PARIS ;ce.0752916M@ac-paris.fr;Collège privé pour handicapés MORVAN
48 RUE STEPHENSON 75018 PARIS ;jmcerf@cfa-stephenson.fr;Centre de Formation d'apprentis STEPHENSON
8 RUE D ATHENES 75009 PARIS ;f.fievre-deboudt@cfasacef.fr;Centre de Formation d'apprentis SACEF
119 BOULEVARD DIDEROT 75012 PARIS ;ce.0751883P@ac-paris.fr;Lycée technologique privé INSTITUT PRIVE CLORIVIERE
24 RUE BOURET 75019 PARIS ;ce.0754923U@ac-paris.fr;Section d'enseignement professionnel privé LPO PRIVE L'INITIATIVE
21 RUE CARDUCCI 75019 PARIS ;ce.0754922T@ac-paris.fr;Section d'enseignement professionnel privé LPO PRIVE JULES RICHARD
56 RUE PLANCHAT 75020 PARIS ;ce.0753537M@ac-paris.fr;Lycée technologique privé EC SUP TECH BIOLOGIE APPLIQUEE
24 RUE BOURET 75019 PARIS ;ce.0754016H@ac-paris.fr;Lycée polyvalent privé L'INITIATIVE
19 RUE VOLTAIRE 75011 PARIS ;ce.0753815P@ac-paris.fr;Lycée général et technologique privé LES PETITS CHAMPS
21 RUE CARDUCCI 75019 PARIS ;ce.0754015G@ac-paris.fr;Lycée polyvalent privé JULES RICHARD MICROTECHNIQUES
29 RUE MERLIN 75011 PARIS ;ce.0754089M@ac-paris.fr;Lycée privé pour handicapés VOTRE ECOLE CHEZ VOUS
70 AVENUE SECRETAN 75019 PARIS ;ce.0754965P@ac-paris.fr;Lycée général et technologique privé LUCIEN DE HIRSCH
21 RUE SAINT ANTOINE 75004 PARIS ;ce.0753820V@ac-paris.fr;Lycée général et technologique privé LES FRANCS BOURGEOIS
54 AVENUE DE LA REPUBLIQUE 75011 PARIS ;ce.0753890W@ac-paris.fr;Lycée général et technologique privé CHARLES PEGUY
29 RUE DES ENVIERGES 75020 PARIS ;secretariatstelouise@yahoo.fr;Lycée général privé SAINTE LOUISE
53 RUE DE LA GARE DE REUILLY 75012 PARIS ;ce.0753897D@ac-paris.fr;Lycée général privé SAINT-MICHEL DE PICPUS
19 RUE FRIANT 75014 PARIS ;ce.0750463W@ac-paris.fr;Lycée polyvalent lycée des métiers LUCAS DE NEHOU
5 BIS AVENUE MAURICE D OCAGNE 75014 PARIS ;ce.0750691U@ac-paris.fr;Lycée polyvalent lycée des métiers RASPAIL
237 BOULEVARD RASPAIL 75014 PARIS ;ce.0754476H@ac-paris.fr;Lycée polyvalent lycée des métiers GUILLAUME TIREL
5 RUE MADAME 75006 PARIS ;ce.0750502N@ac-paris.fr;Lycée polyvalent MAXIMILIEN VOX-ART-DESSIN
92 RUE BARRAULT 75013 PARIS ;ce.0750786X@ac-paris.fr;Lycée polyvalent LAZARE PONTICELLI
48 AVENUE DES GOBELINS 75013 PARIS ;ce.0753268V@ac-paris.fr;Lycée polyvalent JEAN LURCAT
12 RUE VICTOR COUSIN 75005 PARIS ;ce.0750428H@ac-paris.fr;Lycée polyvalent JACQUES MONOD
2 RUE TAGORE 75013 PARIS ;ce.0750553U@ac-paris.fr;Lycée professionnel GASTON BACHELARD
13 AVENUE BOUTROUX 75013 PARIS ;ce.0751710B@ac-paris.fr;Lycée professionnel lycée des métiers NICOLAS LOUIS VAUQUELIN
28 RUE DE PATAY 75013 PARIS ;ce.0750785W@ac-paris.fr;Lycée professionnel GALILEE
2 RUE PIERRE CASTAGNOU 75014 PARIS ;ce.0752846L@ac-paris.fr;Lycée professionnel ERIK SATIE
61 RUE CORVISART 75013 PARIS ;ce.0750787Y@ac-paris.fr;Lycée professionnel CORVISART-TOLBIAC
14 RUE EMILE DUBOIS 75014 PARIS ;ce.0750692V@ac-paris.fr;Lycée général et technologique EMILE DUBOIS
44  BD SAINT MICHEL 75006 PARIS ;ce.0750658H@ac-paris.fr;Lycée général SAINT-LOUIS
10 AVENUE MARC SANGNIER 75014 PARIS ;ce.0750690T@ac-paris.fr;Lycée général et technologique FRANCOIS VILLON
11 RUE PIRANDELLO 75013 PARIS ;ce.0750685M@ac-paris.fr;Lycée général et technologique PIERRE-GILLES DE GENNES-ENCPB
7  RUE HUYGHENS 75014 PARIS ;ce.0750689S@ac-paris.fr;Lycée général PAUL BERT
17 RUE AUGUSTE COMTE 75006 PARIS ;ce.0750657G@ac-paris.fr;Lycée général MONTAIGNE
19 RUE CORVISART 75013 PARIS ;ce.0750682J@ac-paris.fr;Lycée général RODIN
123 RUE SAINT JACQUES 75005 PARIS ;ce.0750655E@ac-paris.fr;Lycée général LOUIS LE GRAND
17 RUE HENRI BARBUSSE 75005 PARIS ;ce.0750656F@ac-paris.fr;Lycée général LAVOISIER
23 RUE CLOVIS 75005 PARIS ;ce.0750654D@ac-paris.fr;Lycée général HENRI IV
2 RUE DE L EPERON 75006 PARIS ;ce.0750660K@ac-paris.fr;Lycée général FENELON
81 AVENUE DE CHOISY 75013 PARIS ;ce.0750684L@ac-paris.fr;Lycée général GABRIEL FAURE
91  AV DE FRANCE 75013 PARIS ;ce.0755000C@ac-paris.fr;Collège d'enseignement général THOMAS MANN
1 RUE DU DOCTEUR MAGNAN 75013 PARIS ;ce.0750683K@ac-paris.fr;Lycée général CLAUDE MONET
48  AV DES GOBELINS 75013 PARIS ;ce.0753268V@ac-paris.fr;Établissement expérimental 48  AV DES GOBELINS
1 RUE CROCE SPINELLI 75014 PARIS ;ce.0752799K@ac-paris.fr;Établissement régional d'enseignement adapté CROCE SPINELLI
89 BOULEVARD ARAGO 75014 PARIS ;ce.0754253R@ac-paris.fr;Collège d'enseignement général SAINT-EXUPERY
24 RUE DU CARDINAL LEMOINE 75005 PARIS ;ce.0750407K@ac-paris.fr;Collège d'enseignement général ROGNONI
19 RUE CORVISART 75013 PARIS ;ce.0752538B@ac-paris.fr;Collège d'enseignement général RODIN
66 BOULEVARD SAINT MARCEL 75005 PARIS ;ce.0752186U@ac-paris.fr;Collège d'enseignement général RAYMOND QUENEAU
88 RUE MONGE 75005 PARIS ;ce.0751790N@ac-paris.fr;Collège d'enseignement général PIERRE ALVISET
18 RUE DU MOULIN DES PRES 75013 PARIS ;ce.0750525N@ac-paris.fr;Collège d'enseignement général MOULIN DES PRES
8  RUE HUYGHENS 75014 PARIS ;ce.0752543G@ac-paris.fr;Collège d'enseignement général PAUL BERT
17 RUE AUGUSTE COMTE 75006 PARIS ;ce.0752527P@ac-paris.fr;Collège d'enseignement général MONTAIGNE
17 RUE HENRI BARBUSSE 75005 PARIS ;ce.0752531U@ac-paris.fr;Collège d'enseignement général LAVOISIER
75 RUE D ALESIA 75014 PARIS ;ce.0750611G@ac-paris.fr;Collège d'enseignement général JEAN MOULIN
18 RUE SAINT BENOIT 75006 PARIS ;ce.0752187V@ac-paris.fr;Collège d'enseignement général JACQUES PREVERT
23 RUE CLOVIS 75005 PARIS ;ce.0752526N@ac-paris.fr;Collège d'enseignement général HENRI IV
76  AV D IVRY 75013 PARIS ;ce.0753518S@ac-paris.fr;Collège d'enseignement général GUSTAVE FLAUBERT
91 RUE BRILLAT SAVARIN 75013 PARIS ;ce.0752957G@ac-paris.fr;Collège d'enseignement général GEORGES BRAQUE
159 RUE DE TOLBIAC 75013 PARIS ;ce.0752316K@ac-paris.fr;Collège d'enseignement général GEORGE SAND
81 AVENUE DE CHOISY 75013 PARIS ;ce.0752540D@ac-paris.fr;Collège d'enseignement général GABRIEL FAURE
10  AV MARC SANGNIER 75014 PARIS ;ce.0752544H@ac-paris.fr;Collège d'enseignement général FRANCOIS VILLON
11 RUE DU DOCTEUR BOURNEVILLE 75013 PARIS ;ce.0753937X@ac-paris.fr;Collège d'enseignement général EVARISTE GALOIS
9 RUE YEO THOMAS 75013 PARIS ;ce.0752385K@ac-paris.fr;Collège d'enseignement général ELSA TRIOLET
93 RUE D ALESIA 75014 PARIS ;ce.0751705W@ac-paris.fr;Collège d'enseignement général ALPHONSE DAUDET
1 RUE DU DOCTEUR MAGNAN 75013 PARIS ;ce.0750683K@ac-paris.fr;Collège d'enseignement général CLAUDE MONET
4 BIS AVENUE DE CHOISY 75013 PARIS ;ce.0752694W@ac-paris.fr;Collège d'enseignement général CAMILLE CLAUDEL
17 RUE JACQUES IBERT 75017 PARIS ;i.menault@epmtth.org>;Centre de Formation d'apprentis METIERS DE LA TABLE
7 RUE DU CANGE 75014 PARIS ;ce.0750445B@ac-paris.fr;Collège d'enseignement général ALBERTO GIACOMETTI
8 AVENUE DE LA PORTE DE CHAMPE 75017 PARIS ;mcernesty@cci-paris-idf.fr;Centre de Formation d'apprentis CCIR LA FABRIQUE
43 AVENUE DE CLICHY 75017 PARIS ;bruno.deridder@cfpb.fr;Centre de Formation d'apprentis METIERS BANQUE ET FINANCE IDF
58 RUE DU PROFESSEUR GOSSET 75018 PARIS ;c.gourret@ace-expert.com;Centre de Formation d'apprentis EXPERTISE COMPTABLE
14 RUE DES FILLETTES 75018 PARIS ;jldejeans@cifca.fr;Centre de Formation d'apprentis COMMERCES DE L'ALIMENTATION
27 AVENUE FRIEDLAND 75008 PARIS ;mcernesty@cci-paris-idf.fr;Centre de Formation d'apprentis CCI PARIS ILE-DE-FRANCE
8  AVENUE DE LA PORTE DE CHAMP 75017 PARIS ;mcernesty@cci-paris-idf.fr;Centre de Formation d'apprentis CCIP-NOVANCIA
27 BOULEVARD NEY 75018 PARIS ;contact@cfacroisat.fr;Centre de Formation d'apprentis AMBROISE CROISAT
20 RUE MEDERIC 75017 PARIS ;r.alexandre@cfamederic.com;Centre de Formation d'apprentis ALIMENTATION HOTELLERIE
24 RUE DUPERRE 75009 PARIS ;;Section d'enseignement professionnel LPO EDGAR QUINET
20 RUE MEDERIC 75017 PARIS ;;Section d'enseignement professionnel LPO DROUANT
34 RUE MARIE-GEORGES PICQUART 75017 PARIS ;ce.0755780A@ac-paris.fr;Section d'enseignement général et professionnel adapté CLG ZAC SAUSSURE BATIGNOLLES
8 RUE JEAN FRANCOIS LEPINE 75018 PARIS ;ce.0752197F@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE MARX DORMOY
74 BIS RUE DU POTEAU 75018 PARIS ;ce.0751767N@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE HECTOR BERLIOZ
2 ESPACE NATHALIE SARRAUTE 75018 PARIS ;;Section d'enseignement général et professionnel adapté COLLEGE AIMÉ CESAIRE
24 RUE GANNERON 75018 PARIS ;ce.0750710P@ac-paris.fr;Lycée technologique lycée des métiers AUGUSTE RENOIR
70 BOULEVARD BESSIERES 75017 PARIS ;ce.0750707L@ac-paris.fr;Lycée technologique ECOLE NATIONALE DE COMMERCE
20 RUE MEDERIC 75017 PARIS ;ce.0750708M@ac-paris.fr;Lycée polyvalent lycée des métiers JEAN DROUANT
63 RUE DES MARTYRS 75009 PARIS ;ce.0750671X@ac-paris.fr;Lycée polyvalent EDGAR QUINET
135 RUE BELLIARD 75018 PARIS ;ce.0752608C@ac-paris.fr;Lycée professionnel lycée des métiers BELLIARD
7 RUE FERDINAND FLOCON 75018 PARIS ;ce.0752109K@ac-paris.fr;Lycée professionnel SUZANNE VALADON
6 RUE CHARLES HERMITE 75018 PARIS ;ce.0750419Y@ac-paris.fr;Lycée professionnel CAMILLE JENATZY
9 RUE FRANCIS DE CROISSET 75018 PARIS ;ce.0750688R@ac-paris.fr;Lycée général et technologique lycée des métiers RABELAIS-PARAMEDICAL ET SOCIAL
19 RUE MARIA DERAISMES 75017 PARIS ;ce.0753350J@ac-paris.fr;Lycée professionnel MARIA DERAISMES
15 RUE DE L EVANGILE 75018 PARIS ;ce.0750800M@ac-paris.fr;Lycée professionnel EDMOND ROSTAND
20 RUE DU ROCHER 75008 PARIS ;ce.0750664P@ac-paris.fr;Lycée général et technologique RACINE
118  BD BESSIERES 75017 PARIS ;ce.0750705J@ac-paris.fr;Lycée général et technologique HONORE DE BALZAC
121 RUE DU FG POISSONNIERE 75009 PARIS ;ce.0750670W@ac-paris.fr;Lycée général LAMARTINE
45 BOULEVARD DES BATIGNOLLES 75008 PARIS ;ce.0750663N@ac-paris.fr;Lycée général et technologique CHAPTAL
77 BOULEVARD DE CLICHY 75009 PARIS ;ce.0750669V@ac-paris.fr;Lycée général JULES FERRY
12 AVENUE TRUDAINE 75009 PARIS ;ce.0750668U@ac-paris.fr;Lycée général JACQUES DECOUR
8 RUE DU HAVRE 75009 PARIS ;ce.0750667T@ac-paris.fr;Lycée général CONDORCET
145 BOULEVARD MALESHERBES 75017 PARIS ;ce.0750704H@ac-paris.fr;Lycée général CARNOT
34 RUE MARIE-GEORGES PICQUART 75017 PARIS ;ce.0755779Z@ac-paris.fr;Collège d'enseignement général La Rose blanche
7 RUE YVONNE LE TAC 75018 PARIS ;ce.0752108J@ac-paris.fr;Collège d'enseignement général YVONNE LE TAC
29 RUE DE LA JONQUIERE 75017 PARIS ;ce.0752554U@ac-paris.fr;Collège d'enseignement général STEPHANE MALLARME
63 RUE DE CLIGNANCOURT 75018 PARIS ;ce.0750429J@ac-paris.fr;Collège d'enseignement général ROLAND DORGELES
35 RUE MILTON 75009 PARIS ;ce.0752250N@ac-paris.fr;Collège d'enseignement général PAUL GAUGUIN
140 AVENUE DE WAGRAM 75017 PARIS ;ce.0752107H@ac-paris.fr;Collège d'enseignement général PIERRE DE RONSARD
28 RUE DU GENERAL FOY 75008 PARIS ;ce.0752530T@ac-paris.fr;Collège d'enseignement général OCTAVE GREARD
4 AVENUE DE LA PTE DE CLIGNANC 75018 PARIS ;ce.0751793S@ac-paris.fr;Collège d'enseignement général MAURICE UTRILLO
55 RUE MARX DORMOY 75018 PARIS ;ce.0752196E@ac-paris.fr;Collège d'enseignement général MARX DORMOY
21 RUE BOINOD 75018 PARIS ;ce.0754706H@ac-paris.fr;Collège d'enseignement général MARIE CURIE
121  RUE DU FG POISSONNIERE 75009 PARIS ;ce.0752534X@ac-paris.fr;Collège d'enseignement général LAMARTINE
77 BOULEVARD DE CLICHY 75009 PARIS ;ce.0752533W@ac-paris.fr;Collège d'enseignement général JULES FERRY
12 AVENUE TRUDAINE 75009 PARIS ;ce.0752532V@ac-paris.fr;Collège d'enseignement général JACQUES DECOUR
118 BOULEVARD BESSIERES 75017 PARIS ;ce.0752553T@ac-paris.fr;Collège d'enseignement général HONORE DE BALZAC
8 RUE DES AMIRAUX 75018 PARIS ;ce.0752195D@ac-paris.fr;Collège d'enseignement général GERARD PHILIPE
17 RUE GEORGETTE AGUTTE 75018 PARIS ;ce.0752252R@ac-paris.fr;Collège d'enseignement général HECTOR BERLIOZ
145 BOULEVARD MALESHERBES 75017 PARIS ;ce.0752552S@ac-paris.fr;Collège d'enseignement général CARNOT
76 BOULEVARD BERTHIER 75017 PARIS ;ce.0752958H@ac-paris.fr;Collège d'enseignement général BORIS VIAN
2 PLACE HEBERT 75018 PARIS ;ce.0755030K@ac-paris.fr;Collège d'enseignement général DANIEL MAYER
61 RUE D AMSTERDAM 75008 PARIS ;ce.0751791P@ac-paris.fr;Collège d'enseignement général CONDORCET
43 RUE DES POISSONNIERS 75018 PARIS ;ce.0750546L@ac-paris.fr;Collège d'enseignement général GEORGES CLEMENCEAU
45 BOULEVARD DES BATIGNOLLES 75008 PARIS ;ce.0752529S@ac-paris.fr;Collège d'enseignement général CHAPTAL
16 RUE COYSEVOX 75018 PARIS ;ce.0752319N@ac-paris.fr;Collège d'enseignement général ANTOINE COYSEVOX
5 BIS RUE SAINT FERDINAND 75017 PARIS ;ce.0752387M@ac-paris.fr;Collège d'enseignement général ANDRE MALRAUX
2 ESPACE NATHALIE SARRAUTE 75018 PARIS ;ce.0755433Y@ac-paris.fr;Collège d'enseignement général AIMÉ CÉSAIRE
70 BOULEVARD BESSIERES 75017 PARIS ;chantal.cohen@enc-bessieres.or;Centre de Formation d'apprentis COMPTABILITE
135 RUE BELLIARD 75018 PARIS ;Laldja.Chopineaux@ac-paris.fr;Centre de Formation d'apprentis ALIMENTATION-HOTELLERIE
106 RUE DU FAUBOURG POISSONNIE 75010 PARIS ;ce.0753885R@ac-paris.fr;Lycée général privé ROCROY SAINT-VINCENT DE PAUL
34 RUE DU MOULIN JOLY 75011 PARIS ;ce.0754479L@ac-paris.fr;Lycée général privé OZAR HATORAH
3 RUE HENRI TUROT 75019 PARIS ;ce.0755352k@ac-apris.fr;Lycée général privé N'R HATORAH
30 BOULEVARD CARNOT 75012 PARIS ;ce.0753935V@ac-paris.fr;Lycée général privé GEORGES LEVEN
2 RUE DU FAUBOURG POISSONNIERE 75010 PARIS ;ce.0753883N@ac-paris.fr;Lycée général privé EDGAR POE
13 RUE DE PRAGUE 75012 PARIS ;ce.0753898E@ac-paris.fr;Lycée général privé E. NAPOLEON ST PIERRE FOURIER
2 BIS QUAI DES CELESTINS 75004 PARIS ;ce.0753824Z@ac-paris.fr;Lycée général privé MASSILLON
110 BOULEVARD DE MENILMONTANT 75020 PARIS ;ce.0755025E@ac-paris.fr;Lycée général privé HEIKHAL MENAHEM SINAI
17 RUE YVES TOUDIC 75010 PARIS ;ce.0753887T@ac-paris.fr;Lycée général privé BOSSUET-NOTRE-DAME
50 BIS RUE DES PRAIRIES 75020 PARIS ;ce.0753384W@ac-paris.fr;Lycée général privé BETH YACOV
49 RUE PETIT 75019 PARIS ;ce.0754325U@ac-paris.fr;Lycée général privé BETH HANNA
14 RUE LALLY TOLLENDAL 75019 PARIS ;info@epmc-laruche.com;École technologique privée MET DE LA CREATION-LA RUCHE
12 RUE DU 4 SEPTEMBRE 75002 PARIS ;contact@itecom-artdesign.com;École technologique privée ITECOM INST  TECHN  COMMUNIC
108 RUE SAINT HONORE 75001 PARIS ;SORNAS@wanadoo.fr;École technologique privée EC DESSIN TECHN ARTIST SORNAS
247 AVENUE GAMBETTA 75020 PARIS ;ce.0750106h@ac-paris.fr;École technologique privée CCIP CTRE FORMAT INDUSTRIELLES
15 RUE RIQUET 75019 PARIS ;ajj@free.fr;École secondaire privée YECHIVA TORAH WERAHAMIM
4 RUE THIONVILLE 75019 PARIS ;;École secondaire privée TORATENOU
27 RUE DU GENERAL BRUNET 75019 PARIS ;;École secondaire privée ECOLE TORAT HESSED
2 RUE DRANEM 75011 PARIS ;ecole.plus@libertysurf.fr;École secondaire privée ECOLE PLUS
76 RUE REAUMUR 75002 PARIS ;ce.0754108H@ac-paris.fr;École du 2nd degré professionnel privée EC INTERNATIONALE DE COIFFURE
11 RUE DE CAMBRAI 75019 PARIS ;ce.0751698N@ac-paris.fr;École du 2nd degré professionnel privée PIGIER PERFORMANCE
10  RUE SAINT CLAUDE 75003 PARIS ;;École secondaire privée COURS PRIVE PROGRESS
8 RUE EDOUARD LOCKROY 75011 PARIS ;posmaster@oiioformation.fr;École du 2nd degré professionnel privée O.I.I.O
105 BOULEVARD DE MAGENTA 75010 PARIS ;ce.0754465W@ac-paris.fr;École du 2nd degré professionnel privée FORMUL ABC
3 RUE DE L EST 75020 PARIS ;ecoledentairefrancaise@club-in;École du 2nd degré professionnel privée ECOLE DENTAIRE FRANCAISE
58 RUE DU LOUVRE 75002 PARIS ;ce.0754112M@ac-paris.fr;École du 2nd degré professionnel privée ECOLE DE BIJOUTERIE-JOAILLERIE
203 RUE LAFAYETTE 75010 PARIS ;ce.0754169Z@ac-paris.fr;École du 2nd degré professionnel privée ECOLE ACTIVE DE COIFFURE
110 RUE DE PICPUS 75012 PARIS ;efet@efet.com;École du 2nd degré professionnel privée EC FRANCAISE D'ENS TECHNIQUE
9  RUE DIEU 75010 PARIS ;ce.0753819U@ac-paris.fr;École générale et technologique privée INST MARAIS-CHARLEMAGNE-POLLES
9 RUE VOLNEY 75002 PARIS ;ecolecatherinesertin@wanadoo.f;École du 2nd degré professionnel privée CTRE PRI ENS SOINS ESTHETIQUES
25 RUE DU PETIT MUSC 75004 PARIS ;;École générale et technologique privée COURS LEGENDRE
145 RUE SAINT MAUR 75011 PARIS ;ce.0753372H@ac-paris.fr;École générale et technologique privée BETH SEFER YAD MORDEKHAI
3 RUE HENRI TUROT 75019 PARIS ;ce.0754676A@ac-paris.fr;École du 2nd degré général privée YECHIVA CHAARE THORA
4 RUE THIONVILLE 75019 PARIS ;;École du 2nd degré général privée TORATENOU
22  RUE DU SERGENT BAUCHAT 75012 PARIS ;ce.0753894A@ac-paris.fr;École du 2nd degré général privée SPINOZA
81 RUE REAUMUR 75002 PARIS ;cours.rene.reaumur@wanadoo.fr;École du 2nd degré général privée RENE REAUMUR
38 RUE DES BLANCS MANTEAUX 75004 PARIS ;prepasup@ipesup.fr;École du 2nd degré général privée PREPASUP
29  RUE DE THIONVILLE 75019 PARIS ;ce.0753060U@ac-paris.fr;École du 2nd degré général privée OHR JOSEPH
41 RUE DE TURENNE 75003 PARIS ;ce.0754971W@ac-paris.fr;École du 2nd degré général privée COURS PRIVE PROGRESS
2 BOULEVARD SOULT 75012 PARIS ;coursmoliere@wanadoo.fr;École du 2nd degré général privée MOLIERE
2  RUE DRANEM 75011 PARIS ;ce.0754823K@ac-paris.fr;Ecole élémentaire spéciale privée ECOLE PLUS
29 RUE MERLIN 75011 PARIS ;ce.0750356E@ac-paris.fr;Ecole élémentaire spéciale privée VOTRE ECOLE CHEZ VOUS
29 RUE DES ENVIERGES 75020 PARIS ;ce.0754007Y@ac-paris.fr;Collège d'enseignement général privé SAINTE-LOUISE
53 RUE DE LA GARE DE REUILLY 75012 PARIS ;ce.0752934G@ac-paris.fr;Collège d'enseignement général privé SAINT-MICHEL DE PICPUS
103  RUE DE REUILLY 75012 PARIS ;ce.0753896C@ac-paris.fr;Collège d'enseignement général privé SAINTE-CLOTILDE
3 RUE DES PRAIRIES 75020 PARIS ;ce.0754005W@ac-paris.fr;Collège d'enseignement général privé SAINT-GERMAIN DE CHARONNE
19 RUE BOURET 75019 PARIS ;ce.0754004V@ac-paris.fr;Collège d'enseignement général privé SAINT-GEORGES
11 PASSAGE SAINT AMBROISE 75011 PARIS ;ce.0753978S@ac-paris.fr;Collège d'enseignement général privé SAINT-AMBROISE
8 RUE DU CLOITRE SAINT MERRI 75004 PARIS ;ce.0753965C@ac-paris.fr;Collège d'enseignement général privé SAINT JEAN GABRIEL
106 RUE DU FAUBOURG POISSONNIE 75010 PARIS ;ce.0752923V@ac-paris.fr;Collège d'enseignement général privé ROCROY SAINT VINCENT DE PAUL
34 RUE DU MOULIN JOLY 75011 PARIS ;ce.0754290F@ac-paris.fr;Collège d'enseignement général privé OZAR HATORAH
16 RUE TACLET 75020 PARIS ;ce.0754006X@ac-paris.fr;Collège d'enseignement général privé NOTRE-DAME DE LOURDES
3 RUE HENRI TUROT 75019 PARIS ;ce.0755052j@ac-paris.fr;Collège d'enseignement général privé N'R HATORAH
2 BIS QUAI DES CELESTINS 75004 PARIS ;ce.0752920S@ac-paris.fr;Collège d'enseignement général privé MASSILLON
70 AVENUE SECRETAN 75019 PARIS ;ce.0754003U@ac-paris.fr;Collège d'enseignement général privé LUCIEN DE HIRSCH
21 RUE SAINT ANTOINE 75004 PARIS ;ce.0752902X@ac-paris.fr;Collège d'enseignement général privé LES FRANCS BOURGEOIS
110 BOULEVARD DE MENILMONTANT 75020 PARIS ;ce.0755029j@ac-paris.fr;Collège d'enseignement général privé HEIKHAL MENAHEM SINAI
30 BOULEVARD CARNOT 75012 PARIS ;ce.0754853T@ac-paris.fr;Collège d'enseignement général privé GEORGES LEVEN
13 RUE DE PRAGUE 75012 PARIS ;ce.0752911G@ac-paris.fr;Collège d'enseignement général privé E. NAPOLEON ST PIERRE FOURIER
54 AVENUE DE LA REPUBLIQUE 75011 PARIS ;ce.0752895P@ac-paris.fr;Collège d'enseignement général privé CHARLES PEGUY
35 RUE DE CHABROL 75010 PARIS ;ce.0754506R@ac-paris.fr;Collège d'enseignement général privé BOSSUET-NOTRE-DAME
50 BIS RUE DES PRAIRIES 75020 PARIS ;ce.0753387Z@ac-paris.fr;Collège d'enseignement général privé BETH YACOV
49 RUE PETIT 75019 PARIS ;ce.0753369E@ac-paris.fr;Collège d'enseignement général privé BETH HANNA
29 RUE MERLIN 75011 PARIS ;ce.0752954D@ac-paris.fr;Collège privé pour handicapés VOTRE ECOLE CHEZ VOUS
200 BIS BOULEVARD VOLTAIRE 75011 PARIS ;jerome.theveny@labonnegraine.o;Centre de Formation d'apprentis METIERS DE L'AMEUBLEMENT
22 RUE GABRIEL LAME 75012 PARIS ;ce.0754861B@ac-paris.fr;Collège privé pour handicapés 22 RUE GABRIEL LAME
1 PLACE SAINT GERVAIS 75004 PARIS ;n.chagneau@compagnons-du-devo;Centre de Formation d'apprentis REGIONAL COMPAGNONS DEVOIR IDF
59 RUE PLANCHAT 75020 PARIS ;michel.bazennerye@cfpp.org;Centre de Formation d'apprentis PHARMACIE PARIS-IDF
12 BOULEVARD D INDOCHINE 75019 PARIS ;lydie.malach@ac-paris.fr;Centre de Formation d'apprentis PARIS ACADEMIE ENTREPRISES
37 BOULEVARD SOULT 75012 PARIS ;ngomez@boucheries.com;Centre de Formation d'apprentis METIERS DE LA VIANDE
5 RUE SAINT DENIS 75001 PARIS ;laurence.dessauger@imc.randsta;Centre de Formation d'apprentis INSTITUT METIERS COMPETENCES
29 RUE DAVID D ANGERS 75019 PARIS ;ctamburini@arfa-idf.asso.fr;Centre de Formation d'apprentis MET ANIMAT SPORTIVE SOCIOCULTU
143 AVENUE JEAN JAURES 75019 PARIS ;paris.direction@compagnonsduto;Centre de Formation d'apprentis FED REG COMPAGNONNIQUE MET BAT
6 IMPASSE DELEPINE 75011 PARIS ;contact@cfaee.fr;Centre de Formation d'apprentis EQUIPEMENT ELECTRIQUE
119 RUE REAUMUR 75002 PARIS ;broca@modeaparis.com;Centre de Formation d'apprentis ECSCP COUTURE-HABILLEMENT
3 RUE PIERRE DUPONT 75002 PARIS ;ccosta-savelli@groupe-igs.asso;Centre de Formation d'apprentis COMMERCE DISTRIBUTION SERVICES
3 RUE HASSARD 75019 PARIS ;vdinet@lesfleuristes.com;Centre de Formation d'apprentis ECOLE DES FLEURISTES DE PARIS
4 BIS RUE DES ROSIERS 75004 PARIS ;palfandari@ecoledetravail.fr;Centre de Formation d'apprentis ECOLE DU TRAVAIL-ORT
19 RUE GOUBET 75019 PARIS ;"rbota@ceproc.com;creboute@cepr";Centre de Formation d'apprentis CHARCUTERIE
79 AVENUE DE LA REPUBLIQUE 75011 PARIS ;mcernesty@cci-paris-idf.fr;Centre de Formation d'apprentis CCIP EC SUP COM PARIS-EC EU AF
64 RUE DES PIROGUES DE BERCY 75012 PARIS ;ddescamps@grandsmoulinsdeparis;Centre de Formation d'apprentis BOULANGERIE ET PATISSERIE
58 RUE DU LOUVRE 75002 PARIS ;m.baldocchi@bjop.fr;Centre de Formation d'apprentis BIJOUTERIE-JOAILLERIE DE PARIS
19 RUE DES TAILLANDIERS 75011 PARIS ;;Section d'enseignement professionnel LPO PAUL POIRET
247 AVENUE GAMBETTA 75020 PARIS ;mcernesty@cci-paris-idf.fr;Centre de Formation d'apprentis CCIP CENTRE FORMATIONS INDUSTR
